AGENCY,TRANSACTION_DATE,TRANSACTION_AMOUNT
DC Public Library,2017-03-31 00:00:00+00:00,574.0820430107526
DC Public Library,2017-04-30 00:00:00+00:00,643.6151282051281
DC Public Library,2017-05-31 00:00:00+00:00,471.0731683168317
DC Public Library,2017-06-30 00:00:00+00:00,625.3396226415093
DC Public Library,2017-07-31 00:00:00+00:00,673.5989156626506
DC Public Library,2017-08-31 00:00:00+00:00,362.0902
DC Public Library,2017-09-30 00:00:00+00:00,658.9961702127658
DC Public Library,2017-10-31 00:00:00+00:00,661.240588235294
DC Public Library,2017-11-30 00:00:00+00:00,491.48634920634885
DC Public Library,2017-12-31 00:00:00+00:00,591.0468421052631
DC Public Library,2018-01-31 00:00:00+00:00,496.2823287671233
DC Public Library,2018-02-28 00:00:00+00:00,585.2842857142857
DC Public Library,2018-03-31 00:00:00+00:00,458.77880000000005
DC Public Library,2018-04-30 00:00:00+00:00,626.9245833333333
DC Public Library,2018-05-31 00:00:00+00:00,451.32428571428574
DC Public Library,2018-06-30 00:00:00+00:00,614.8710144927535
DC Public Library,2018-07-31 00:00:00+00:00,434.704
DC Public Library,2018-08-31 00:00:00+00:00,493.7783185840707
DC Public Library,2018-09-30 00:00:00+00:00,476.4012903225808
DC Public Library,2018-10-31 00:00:00+00:00,297.7373846153846
DC Public Library,2018-11-30 00:00:00+00:00,635.7704761904763
DC Public Library,2018-12-31 00:00:00+00:00,0.0
DC Public Library,2019-01-31 00:00:00+00:00,287.3728915662652
DC Public Library,2019-02-28 00:00:00+00:00,304.8646666666667
DC Public Library,2019-03-31 00:00:00+00:00,672.4954255319149
DC Public Library,2019-04-30 00:00:00+00:00,572.7298863636363
DC Public Library,2019-05-31 00:00:00+00:00,574.9573033707868
DC Public Library,2019-06-30 00:00:00+00:00,517.264411764706
DC Public Library,2019-07-31 00:00:00+00:00,583.8294029850746
DC Public Library,2019-08-31 00:00:00+00:00,526.7351824817515
DC Public Library,2019-09-30 00:00:00+00:00,378.3108547008548
DC Public Library,2019-10-31 00:00:00+00:00,542.06775
DC Public Library,2019-11-30 00:00:00+00:00,528.8577586206898
DC Public Library,2019-12-31 00:00:00+00:00,333.36
DC Public Library,2020-01-31 00:00:00+00:00,555.6422500000004
DC Public Library,2020-02-29 00:00:00+00:00,614.0745333333335
DC Public Library,2020-03-31 00:00:00+00:00,315.72926829268295
DC Public Library,2020-04-30 00:00:00+00:00,335.0466666666667
DC Public Library,2020-05-31 00:00:00+00:00,1036.3049999999998
DC Public Library,2020-06-30 00:00:00+00:00,973.5023076923076
DC Public Library,2020-07-31 00:00:00+00:00,0.0
DC Public Library,2020-08-31 00:00:00+00:00,541.0762962962963
DC Public Library,2020-09-30 00:00:00+00:00,0.0
DC Public Library,2020-10-31 00:00:00+00:00,262.36166666666674
DC STATE BOARD OF EDUCATION,2013-07-31 00:00:00+00:00,557.9133333333333
DC STATE BOARD OF EDUCATION,2013-08-31 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2013-09-30 00:00:00+00:00,680.25
DC STATE BOARD OF EDUCATION,2013-10-31 00:00:00+00:00,1017.045
DC STATE BOARD OF EDUCATION,2013-11-30 00:00:00+00:00,25.7
DC STATE BOARD OF EDUCATION,2013-12-31 00:00:00+00:00,992.02
DC STATE BOARD OF EDUCATION,2014-01-31 00:00:00+00:00,113.28
DC STATE BOARD OF EDUCATION,2014-02-28 00:00:00+00:00,69.015
DC STATE BOARD OF EDUCATION,2014-03-31 00:00:00+00:00,189.14
DC STATE BOARD OF EDUCATION,2014-04-30 00:00:00+00:00,588.1333333333333
DC STATE BOARD OF EDUCATION,2014-05-31 00:00:00+00:00,481.2077777777778
DC STATE BOARD OF EDUCATION,2014-06-30 00:00:00+00:00,297.36333333333334
DC STATE BOARD OF EDUCATION,2014-07-31 00:00:00+00:00,26.795
DC STATE BOARD OF EDUCATION,2014-08-31 00:00:00+00:00,34.019999999999996
DC STATE BOARD OF EDUCATION,2014-09-30 00:00:00+00:00,839.717
DC STATE BOARD OF EDUCATION,2014-10-31 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2014-11-30 00:00:00+00:00,460.91333333333336
DC STATE BOARD OF EDUCATION,2014-12-31 00:00:00+00:00,176.47
DC STATE BOARD OF EDUCATION,2015-01-31 00:00:00+00:00,130.71
DC STATE BOARD OF EDUCATION,2015-02-28 00:00:00+00:00,131.9857142857143
DC STATE BOARD OF EDUCATION,2015-03-31 00:00:00+00:00,628.295
DC STATE BOARD OF EDUCATION,2015-04-30 00:00:00+00:00,128.68666666666667
DC STATE BOARD OF EDUCATION,2015-05-31 00:00:00+00:00,998.7566666666667
DC STATE BOARD OF EDUCATION,2015-06-30 00:00:00+00:00,39.682
DC STATE BOARD OF EDUCATION,2015-07-31 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2015-08-31 00:00:00+00:00,660.8190624999999
DC STATE BOARD OF EDUCATION,2015-09-30 00:00:00+00:00,1584.2677419354839
DC STATE BOARD OF EDUCATION,2015-10-31 00:00:00+00:00,58.300000000000004
DC STATE BOARD OF EDUCATION,2015-11-30 00:00:00+00:00,53.935
DC STATE BOARD OF EDUCATION,2015-12-31 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2016-01-31 00:00:00+00:00,267.05333333333334
DC STATE BOARD OF EDUCATION,2016-02-29 00:00:00+00:00,510.5446666666666
DC STATE BOARD OF EDUCATION,2016-03-31 00:00:00+00:00,305.0
DC STATE BOARD OF EDUCATION,2016-04-30 00:00:00+00:00,768.6385714285715
DC STATE BOARD OF EDUCATION,2016-05-31 00:00:00+00:00,1200.2888888888888
DC STATE BOARD OF EDUCATION,2016-06-30 00:00:00+00:00,621.0133333333333
DC STATE BOARD OF EDUCATION,2016-07-31 00:00:00+00:00,565.185
DC STATE BOARD OF EDUCATION,2016-08-31 00:00:00+00:00,984.64
DC STATE BOARD OF EDUCATION,2016-09-30 00:00:00+00:00,2062.0
DC STATE BOARD OF EDUCATION,2016-10-31 00:00:00+00:00,580.6583333333334
DC STATE BOARD OF EDUCATION,2016-11-30 00:00:00+00:00,74.09
DC STATE BOARD OF EDUCATION,2016-12-31 00:00:00+00:00,256.41
DC STATE BOARD OF EDUCATION,2017-01-31 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2017-02-28 00:00:00+00:00,203.62666666666667
DC STATE BOARD OF EDUCATION,2017-03-31 00:00:00+00:00,804.5433333333333
DC STATE BOARD OF EDUCATION,2017-04-30 00:00:00+00:00,1370.375
DC STATE BOARD OF EDUCATION,2017-05-31 00:00:00+00:00,410.14214285714286
DC STATE BOARD OF EDUCATION,2017-06-30 00:00:00+00:00,611.31
DC STATE BOARD OF EDUCATION,2017-07-31 00:00:00+00:00,14.083333333333334
DC STATE BOARD OF EDUCATION,2017-08-31 00:00:00+00:00,196.04333333333338
DC STATE BOARD OF EDUCATION,2017-09-30 00:00:00+00:00,804.170606060606
DC STATE BOARD OF EDUCATION,2017-10-31 00:00:00+00:00,187.35666666666668
DC STATE BOARD OF EDUCATION,2017-11-30 00:00:00+00:00,222.63000000000002
DC STATE BOARD OF EDUCATION,2017-12-31 00:00:00+00:00,555.896
DC STATE BOARD OF EDUCATION,2018-01-31 00:00:00+00:00,313.115
DC STATE BOARD OF EDUCATION,2018-02-28 00:00:00+00:00,3031.6
DC STATE BOARD OF EDUCATION,2018-03-31 00:00:00+00:00,128.77777777777777
DC STATE BOARD OF EDUCATION,2018-04-30 00:00:00+00:00,803.1285714285714
DC STATE BOARD OF EDUCATION,2018-05-31 00:00:00+00:00,38.0
DC STATE BOARD OF EDUCATION,2018-06-30 00:00:00+00:00,228.4542857142857
DC STATE BOARD OF EDUCATION,2018-07-31 00:00:00+00:00,111.9
DC STATE BOARD OF EDUCATION,2018-08-31 00:00:00+00:00,271.11629629629635
DC STATE BOARD OF EDUCATION,2018-09-30 00:00:00+00:00,716.5950909090909
DC STATE BOARD OF EDUCATION,2018-10-31 00:00:00+00:00,225.20636363636365
DC STATE BOARD OF EDUCATION,2018-11-30 00:00:00+00:00,594.3483333333334
DC STATE BOARD OF EDUCATION,2018-12-31 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2019-01-31 00:00:00+00:00,726.0727272727272
DC STATE BOARD OF EDUCATION,2019-02-28 00:00:00+00:00,973.7258333333333
DC STATE BOARD OF EDUCATION,2019-03-31 00:00:00+00:00,513.5623529411764
DC STATE BOARD OF EDUCATION,2019-04-30 00:00:00+00:00,335.63800000000003
DC STATE BOARD OF EDUCATION,2019-05-31 00:00:00+00:00,529.95
DC STATE BOARD OF EDUCATION,2019-06-30 00:00:00+00:00,546.9326315789474
DC STATE BOARD OF EDUCATION,2019-07-31 00:00:00+00:00,642.7714814814814
DC STATE BOARD OF EDUCATION,2019-08-31 00:00:00+00:00,1220.7180769230768
DC STATE BOARD OF EDUCATION,2019-09-30 00:00:00+00:00,853.061794871795
DC STATE BOARD OF EDUCATION,2019-10-31 00:00:00+00:00,250.39571428571426
DC STATE BOARD OF EDUCATION,2019-11-30 00:00:00+00:00,220.45263157894738
DC STATE BOARD OF EDUCATION,2019-12-31 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2020-01-31 00:00:00+00:00,515.4392857142857
DC STATE BOARD OF EDUCATION,2020-02-29 00:00:00+00:00,655.786
DC STATE BOARD OF EDUCATION,2020-03-31 00:00:00+00:00,148.04125000000002
DC STATE BOARD OF EDUCATION,2020-04-30 00:00:00+00:00,0.0
DC STATE BOARD OF EDUCATION,2020-05-31 00:00:00+00:00,-73.86666666666663
DC STATE BOARD OF EDUCATION,2020-06-30 00:00:00+00:00,300.0
DC STATE BOARD OF EDUCATION,2020-07-31 00:00:00+00:00,1250.0
DC STATE BOARD OF EDUCATION,2020-08-31 00:00:00+00:00,817.4026315789473
DC STATE BOARD OF EDUCATION,2020-09-30 00:00:00+00:00,3090.5
DC STATE BOARD OF EDUCATION,2020-10-31 00:00:00+00:00,244.98199999999997
DC Sentencing & Criminal Code Review Committee,2000-08-31 00:00:00+00:00,-11.94
DC Sentencing & Criminal Code Review Committee,2000-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2000-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2000-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2000-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-02-28 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2001-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-02-28 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2002-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-02-28 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2003-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-02-29 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2004-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-02-28 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2005-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-02-28 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2006-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-02-28 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2007-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-02-29 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-03-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-04-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-05-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-06-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-08-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-09-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-10-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2008-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2009-01-31 00:00:00+00:00,534.932
DC Sentencing & Criminal Code Review Committee,2009-02-28 00:00:00+00:00,256.1675
DC Sentencing & Criminal Code Review Committee,2009-03-31 00:00:00+00:00,138.125
DC Sentencing & Criminal Code Review Committee,2009-04-30 00:00:00+00:00,614.72
DC Sentencing & Criminal Code Review Committee,2009-05-31 00:00:00+00:00,344.7825
DC Sentencing & Criminal Code Review Committee,2009-06-30 00:00:00+00:00,595.27
DC Sentencing & Criminal Code Review Committee,2009-07-31 00:00:00+00:00,294.0625
DC Sentencing & Criminal Code Review Committee,2009-08-31 00:00:00+00:00,254.038
DC Sentencing & Criminal Code Review Committee,2009-09-30 00:00:00+00:00,185.292
DC Sentencing & Criminal Code Review Committee,2009-10-31 00:00:00+00:00,56.935
DC Sentencing & Criminal Code Review Committee,2009-11-30 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2009-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2010-01-31 00:00:00+00:00,241.30866666666668
DC Sentencing & Criminal Code Review Committee,2010-02-28 00:00:00+00:00,167.75
DC Sentencing & Criminal Code Review Committee,2010-03-31 00:00:00+00:00,173.7057142857143
DC Sentencing & Criminal Code Review Committee,2010-04-30 00:00:00+00:00,183.37800000000001
DC Sentencing & Criminal Code Review Committee,2010-05-31 00:00:00+00:00,203.49
DC Sentencing & Criminal Code Review Committee,2010-06-30 00:00:00+00:00,280.84749999999997
DC Sentencing & Criminal Code Review Committee,2010-07-31 00:00:00+00:00,194.20999999999998
DC Sentencing & Criminal Code Review Committee,2010-08-31 00:00:00+00:00,477.9266666666666
DC Sentencing & Criminal Code Review Committee,2010-09-30 00:00:00+00:00,449.70666666666665
DC Sentencing & Criminal Code Review Committee,2010-10-31 00:00:00+00:00,203.40333333333334
DC Sentencing & Criminal Code Review Committee,2010-11-30 00:00:00+00:00,151.745
DC Sentencing & Criminal Code Review Committee,2010-12-31 00:00:00+00:00,226.82000000000002
DC Sentencing & Criminal Code Review Committee,2011-01-31 00:00:00+00:00,240.62666666666667
DC Sentencing & Criminal Code Review Committee,2011-02-28 00:00:00+00:00,265.368
DC Sentencing & Criminal Code Review Committee,2011-03-31 00:00:00+00:00,251.2414285714286
DC Sentencing & Criminal Code Review Committee,2011-04-30 00:00:00+00:00,184.805
DC Sentencing & Criminal Code Review Committee,2011-05-31 00:00:00+00:00,229.47666666666666
DC Sentencing & Criminal Code Review Committee,2011-06-30 00:00:00+00:00,289.683
DC Sentencing & Criminal Code Review Committee,2011-07-31 00:00:00+00:00,288.8776470588235
DC Sentencing & Criminal Code Review Committee,2011-08-31 00:00:00+00:00,495.71999999999997
DC Sentencing & Criminal Code Review Committee,2011-09-30 00:00:00+00:00,384.15083333333337
DC Sentencing & Criminal Code Review Committee,2011-10-31 00:00:00+00:00,173.85666666666668
DC Sentencing & Criminal Code Review Committee,2011-11-30 00:00:00+00:00,245.875
DC Sentencing & Criminal Code Review Committee,2011-12-31 00:00:00+00:00,283.5557142857143
DC Sentencing & Criminal Code Review Committee,2012-01-31 00:00:00+00:00,149.87
DC Sentencing & Criminal Code Review Committee,2012-02-29 00:00:00+00:00,126.66857142857144
DC Sentencing & Criminal Code Review Committee,2012-03-31 00:00:00+00:00,197.48999999999998
DC Sentencing & Criminal Code Review Committee,2012-04-30 00:00:00+00:00,72.16749999999999
DC Sentencing & Criminal Code Review Committee,2012-05-31 00:00:00+00:00,677.0976923076923
DC Sentencing & Criminal Code Review Committee,2012-06-30 00:00:00+00:00,260.10699999999997
DC Sentencing & Criminal Code Review Committee,2012-07-31 00:00:00+00:00,185.655
DC Sentencing & Criminal Code Review Committee,2012-08-31 00:00:00+00:00,684.7737500000001
DC Sentencing & Criminal Code Review Committee,2012-09-30 00:00:00+00:00,1038.7855
DC Sentencing & Criminal Code Review Committee,2012-10-31 00:00:00+00:00,136.46625
DC Sentencing & Criminal Code Review Committee,2012-11-30 00:00:00+00:00,481.30999999999995
DC Sentencing & Criminal Code Review Committee,2012-12-31 00:00:00+00:00,178.05499999999998
DC Sentencing & Criminal Code Review Committee,2013-01-31 00:00:00+00:00,148.14538461538461
DC Sentencing & Criminal Code Review Committee,2013-02-28 00:00:00+00:00,474.41499999999996
DC Sentencing & Criminal Code Review Committee,2013-03-31 00:00:00+00:00,348.03000000000003
DC Sentencing & Criminal Code Review Committee,2013-04-30 00:00:00+00:00,400.8883333333333
DC Sentencing & Criminal Code Review Committee,2013-05-31 00:00:00+00:00,661.462
DC Sentencing & Criminal Code Review Committee,2013-06-30 00:00:00+00:00,564.42
DC Sentencing & Criminal Code Review Committee,2013-07-31 00:00:00+00:00,1064.2485714285715
DC Sentencing & Criminal Code Review Committee,2013-08-31 00:00:00+00:00,821.2756521739132
DC Sentencing & Criminal Code Review Committee,2013-09-30 00:00:00+00:00,198.0733333333333
DC Sentencing & Criminal Code Review Committee,2013-10-31 00:00:00+00:00,441.98499999999996
DC Sentencing & Criminal Code Review Committee,2013-11-30 00:00:00+00:00,328.60333333333335
DC Sentencing & Criminal Code Review Committee,2013-12-31 00:00:00+00:00,315.2133333333333
DC Sentencing & Criminal Code Review Committee,2014-01-31 00:00:00+00:00,238.69500000000002
DC Sentencing & Criminal Code Review Committee,2014-02-28 00:00:00+00:00,235.642
DC Sentencing & Criminal Code Review Committee,2014-03-31 00:00:00+00:00,270.695
DC Sentencing & Criminal Code Review Committee,2014-04-30 00:00:00+00:00,377.3825
DC Sentencing & Criminal Code Review Committee,2014-05-31 00:00:00+00:00,336.37
DC Sentencing & Criminal Code Review Committee,2014-06-30 00:00:00+00:00,276.2025
DC Sentencing & Criminal Code Review Committee,2014-07-31 00:00:00+00:00,335.715
DC Sentencing & Criminal Code Review Committee,2014-08-31 00:00:00+00:00,228.055
DC Sentencing & Criminal Code Review Committee,2014-09-30 00:00:00+00:00,234.64833333333334
DC Sentencing & Criminal Code Review Committee,2014-10-31 00:00:00+00:00,326.43666666666667
DC Sentencing & Criminal Code Review Committee,2014-11-30 00:00:00+00:00,354.87000000000006
DC Sentencing & Criminal Code Review Committee,2014-12-31 00:00:00+00:00,267.02000000000004
DC Sentencing & Criminal Code Review Committee,2015-01-31 00:00:00+00:00,339.38
DC Sentencing & Criminal Code Review Committee,2015-02-28 00:00:00+00:00,207.61000000000004
DC Sentencing & Criminal Code Review Committee,2015-03-31 00:00:00+00:00,271.79
DC Sentencing & Criminal Code Review Committee,2015-04-30 00:00:00+00:00,579.4885714285714
DC Sentencing & Criminal Code Review Committee,2015-05-31 00:00:00+00:00,516.6220000000001
DC Sentencing & Criminal Code Review Committee,2015-06-30 00:00:00+00:00,296.18333333333334
DC Sentencing & Criminal Code Review Committee,2015-07-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2015-08-31 00:00:00+00:00,519.2833333333333
DC Sentencing & Criminal Code Review Committee,2015-09-30 00:00:00+00:00,284.45
DC Sentencing & Criminal Code Review Committee,2015-10-31 00:00:00+00:00,481.3425
DC Sentencing & Criminal Code Review Committee,2015-11-30 00:00:00+00:00,332.935
DC Sentencing & Criminal Code Review Committee,2015-12-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2016-01-31 00:00:00+00:00,399.8033333333333
DC Sentencing & Criminal Code Review Committee,2016-02-29 00:00:00+00:00,405.02750000000003
DC Sentencing & Criminal Code Review Committee,2016-03-31 00:00:00+00:00,348.21000000000004
DC Sentencing & Criminal Code Review Committee,2016-04-30 00:00:00+00:00,920.1416666666668
DC Sentencing & Criminal Code Review Committee,2016-05-31 00:00:00+00:00,594.805
DC Sentencing & Criminal Code Review Committee,2016-06-30 00:00:00+00:00,418.77
DC Sentencing & Criminal Code Review Committee,2016-07-31 00:00:00+00:00,329.319375
DC Sentencing & Criminal Code Review Committee,2016-08-31 00:00:00+00:00,1004.0522222222223
DC Sentencing & Criminal Code Review Committee,2016-09-30 00:00:00+00:00,515.9766666666667
DC Sentencing & Criminal Code Review Committee,2016-10-31 00:00:00+00:00,336.87666666666667
DC Sentencing & Criminal Code Review Committee,2016-11-30 00:00:00+00:00,62.4
DC Sentencing & Criminal Code Review Committee,2016-12-31 00:00:00+00:00,646.6333333333333
DC Sentencing & Criminal Code Review Committee,2017-01-31 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2017-02-28 00:00:00+00:00,867.9233333333333
DC Sentencing & Criminal Code Review Committee,2017-03-31 00:00:00+00:00,187.8033333333333
DC Sentencing & Criminal Code Review Committee,2017-04-30 00:00:00+00:00,1005.36
DC Sentencing & Criminal Code Review Committee,2017-05-31 00:00:00+00:00,497.66
DC Sentencing & Criminal Code Review Committee,2017-06-30 00:00:00+00:00,273.2757142857143
DC Sentencing & Criminal Code Review Committee,2017-07-31 00:00:00+00:00,1233.0842857142857
DC Sentencing & Criminal Code Review Committee,2017-08-31 00:00:00+00:00,422.2
DC Sentencing & Criminal Code Review Committee,2017-09-30 00:00:00+00:00,320.3
DC Sentencing & Criminal Code Review Committee,2017-10-31 00:00:00+00:00,187.055
DC Sentencing & Criminal Code Review Committee,2017-11-30 00:00:00+00:00,348.65
DC Sentencing & Criminal Code Review Committee,2017-12-31 00:00:00+00:00,602.1625
DC Sentencing & Criminal Code Review Committee,2018-01-31 00:00:00+00:00,56.38625000000002
DC Sentencing & Criminal Code Review Committee,2018-02-28 00:00:00+00:00,0.0
DC Sentencing & Criminal Code Review Committee,2018-03-31 00:00:00+00:00,659.8075
