AGENCY,TRANSACTION_DATE,Diff
DC Department of Human Resources,2010-10-31 00:00:00+00:00,-81.53333333333333
DC Department of Human Resources,2010-11-30 00:00:00+00:00,61.795
DC Department of Human Resources,2010-12-31 00:00:00+00:00,-54.183076923076925
DC Department of Human Resources,2011-01-31 00:00:00+00:00,44.41833333333333
DC Department of Human Resources,2011-02-28 00:00:00+00:00,0.0
DC Department of Human Resources,2011-03-31 00:00:00+00:00,-23.892857142857142
DC Department of Human Resources,2011-04-30 00:00:00+00:00,-20.360000000000003
DC Department of Human Resources,2011-05-31 00:00:00+00:00,17.165454545454562
DC Department of Human Resources,2011-06-30 00:00:00+00:00,3.2962962962962963
DC Department of Human Resources,2011-07-31 00:00:00+00:00,-12.435217391304352
DC Department of Human Resources,2011-08-31 00:00:00+00:00,88.78607142857143
DC Department of Human Resources,2011-09-30 00:00:00+00:00,-30.956521739130416
DC Department of Human Resources,2011-10-31 00:00:00+00:00,-53.51347826086956
DC Department of Human Resources,2011-11-30 00:00:00+00:00,6.660454545454544
DC Department of Human Resources,2011-12-31 00:00:00+00:00,-2.3858490566037736
DC Department of Human Resources,2012-01-31 00:00:00+00:00,36.50363636363638
DC Department of Human Resources,2012-02-29 00:00:00+00:00,-11.471428571428573
DC Department of Human Resources,2012-03-31 00:00:00+00:00,30.027272727272724
DC Department of Human Resources,2012-04-30 00:00:00+00:00,4.2
DC Department of Human Resources,2012-05-31 00:00:00+00:00,-78.76666666666668
DC Department of Human Resources,2012-06-30 00:00:00+00:00,17.639999999999986
DC Department of Human Resources,2012-07-31 00:00:00+00:00,-40.09090909090909
DC Department of Human Resources,2012-08-31 00:00:00+00:00,-8.421247238638224e-15
DC Department of Human Resources,2012-09-30 00:00:00+00:00,58.89562500000001
DC Department of Human Resources,2012-10-31 00:00:00+00:00,-57.933000000000014
DC Department of Human Resources,2012-11-30 00:00:00+00:00,-45.82799999999996
DC Department of Human Resources,2012-12-31 00:00:00+00:00,151.66285714285712
DC Department of Human Resources,2013-01-31 00:00:00+00:00,0.0
DC Department of Human Resources,2013-02-28 00:00:00+00:00,-63.82352941176465
DC Department of Human Resources,2013-03-31 00:00:00+00:00,-39.27083333333333
DC Department of Human Resources,2013-04-30 00:00:00+00:00,-14.221428571428591
DC Department of Human Resources,2013-05-31 00:00:00+00:00,19.397142857142853
DC Department of Human Resources,2013-06-30 00:00:00+00:00,51.17937499999999
DC Department of Human Resources,2013-07-31 00:00:00+00:00,43.06043478260868
DC Department of Human Resources,2013-08-31 00:00:00+00:00,-75.00000000000003
DC Department of Human Resources,2013-09-30 00:00:00+00:00,33.80000000000002
DC Department of Human Resources,2013-10-31 00:00:00+00:00,-129.31428571428572
DC Department of Human Resources,2013-11-30 00:00:00+00:00,-10.290000000000012
DC Department of Human Resources,2013-12-31 00:00:00+00:00,6.045714285714283
DC Department of Human Resources,2014-01-31 00:00:00+00:00,-5.265599999999995
DC Department of Human Resources,2014-02-28 00:00:00+00:00,109.53333333333333
DC Department of Human Resources,2014-03-31 00:00:00+00:00,-68.90789473684208
DC Department of Human Resources,2014-04-30 00:00:00+00:00,-12.93421052631579
DC Department of Human Resources,2014-05-31 00:00:00+00:00,0.47619047619047616
DC Department of Human Resources,2014-06-30 00:00:00+00:00,0.8641666666666671
DC Department of Human Resources,2014-07-31 00:00:00+00:00,-10.336249999999971
DC Department of Human Resources,2014-08-31 00:00:00+00:00,64.31863636363637
DC Department of Human Resources,2014-09-30 00:00:00+00:00,-45.46655172413793
DC Department of Human Resources,2014-10-31 00:00:00+00:00,36.040769230769214
DC Department of Human Resources,2014-11-30 00:00:00+00:00,-18.571428571428573
DC Department of Human Resources,2014-12-31 00:00:00+00:00,-6.628333333333352
DC Department of Human Resources,2015-01-31 00:00:00+00:00,301.505
DC Department of Human Resources,2015-02-28 00:00:00+00:00,-181.4
DC Department of Human Resources,2015-03-31 00:00:00+00:00,8.571428571428571
DC Department of Human Resources,2015-04-30 00:00:00+00:00,-15.001499999999997
DC Department of Human Resources,2015-05-31 00:00:00+00:00,8.809999999999981
DC Department of Human Resources,2015-06-30 00:00:00+00:00,6.49857142857143
DC Department of Human Resources,2015-07-31 00:00:00+00:00,0.0
DC Department of Human Resources,2015-08-31 00:00:00+00:00,-14.139473684210529
DC Department of Human Resources,2015-09-30 00:00:00+00:00,7.032500000000002
DC Department of Human Resources,2015-10-31 00:00:00+00:00,-13.889999999999974
DC Department of Human Resources,2015-11-30 00:00:00+00:00,-10.333333333333348
DC Department of Human Resources,2015-12-31 00:00:00+00:00,127.35999999999999
DC Department of Human Resources,2016-01-31 00:00:00+00:00,371.53000000000003
DC Department of Human Resources,2016-02-29 00:00:00+00:00,-55.8125
DC Department of Human Resources,2016-03-31 00:00:00+00:00,-24.1875
DC Department of Human Resources,2016-04-30 00:00:00+00:00,173.92857142857142
DC Department of Human Resources,2016-05-31 00:00:00+00:00,-187.91666666666666
DC Department of Human Resources,2016-06-30 00:00:00+00:00,-75.45454545454545
DC Department of Human Resources,2016-07-31 00:00:00+00:00,208.255
DC Department of Human Resources,2016-08-31 00:00:00+00:00,39.194285714285755
DC Department of Human Resources,2016-09-30 00:00:00+00:00,39.24000000000001
DC Department of Human Resources,2016-10-31 00:00:00+00:00,50.22727272727272
DC Department of Human Resources,2016-11-30 00:00:00+00:00,-405.7775
DC Department of Human Resources,2016-12-31 00:00:00+00:00,-75.88999999999996
DC Department of Human Resources,2017-01-31 00:00:00+00:00,0.0
DC Department of Human Resources,2017-02-28 00:00:00+00:00,204.2225
DC Department of Human Resources,2017-03-31 00:00:00+00:00,-140.58823529411765
DC Department of Human Resources,2017-04-30 00:00:00+00:00,61.97624999999999
DC Department of Human Resources,2017-05-31 00:00:00+00:00,132.29315789473685
DC Department of Human Resources,2017-06-30 00:00:00+00:00,-638.65
DC Department of Human Resources,2017-07-31 00:00:00+00:00,276.7892857142857
DC Department of Human Resources,2017-08-31 00:00:00+00:00,-315.55833333333334
DC Department of Human Resources,2017-09-30 00:00:00+00:00,-2.498333333333312
DC Department of Human Resources,2017-10-31 00:00:00+00:00,-2.062333333333338
DC Department of Human Resources,2017-11-30 00:00:00+00:00,236.16999999999996
DC Department of Human Resources,2017-12-31 00:00:00+00:00,111.79736842105264
DC Department of Human Resources,2018-01-31 00:00:00+00:00,-227.83235294117648
DC Department of Human Resources,2018-02-28 00:00:00+00:00,0.0
DC Department of Human Resources,2018-03-31 00:00:00+00:00,656.0
DC Department of Human Resources,2018-04-30 00:00:00+00:00,-664.0
DC Department of Human Resources,2018-05-31 00:00:00+00:00,-24.8975
DC Department of Human Resources,2018-06-30 00:00:00+00:00,20.835263157894744
DC Department of Human Resources,2018-07-31 00:00:00+00:00,-545.89
DC Department of Human Resources,2018-08-31 00:00:00+00:00,2.5028205128205046
DC Department of Human Resources,2018-09-30 00:00:00+00:00,6.090909090909091
DC Department of Human Resources,2018-10-31 00:00:00+00:00,-7.410937499999993
DC Department of Human Resources,2018-11-30 00:00:00+00:00,-4.674999999999996
DC Department of Human Resources,2018-12-31 00:00:00+00:00,1540.71
DC Department of Human Resources,2019-01-31 00:00:00+00:00,-139.26500000000001
DC Department of Human Resources,2019-02-28 00:00:00+00:00,278.125
DC Department of Human Resources,2019-03-31 00:00:00+00:00,-162.0
DC Department of Human Resources,2019-04-30 00:00:00+00:00,31.000000000000014
DC Department of Human Resources,2019-05-31 00:00:00+00:00,-7.884848484848493
DC Department of Human Resources,2019-06-30 00:00:00+00:00,6.600000000000002
DC Department of Human Resources,2019-07-31 00:00:00+00:00,-6.21818181818181
DC Department of Human Resources,2019-08-31 00:00:00+00:00,98.56818181818181
DC Department of Human Resources,2019-09-30 00:00:00+00:00,-56.02084745762711
DC Department of Human Resources,2019-10-31 00:00:00+00:00,-20.258409090909087
DC Department of Human Resources,2019-11-30 00:00:00+00:00,-3.106046511627898
DC Department of Human Resources,2019-12-31 00:00:00+00:00,4445.16
DC Department of Human Resources,2020-01-31 00:00:00+00:00,-131.04166666666669
DC Department of Human Resources,2020-02-29 00:00:00+00:00,124.31818181818181
DC Department of Human Resources,2020-03-31 00:00:00+00:00,-186.18421052631575
DC Department of Human Resources,2020-04-30 00:00:00+00:00,-281.25
DC Department of Human Resources,2020-05-31 00:00:00+00:00,43.312499999999986
DC Department of Human Resources,2020-06-30 00:00:00+00:00,0.0
DC Department of Human Resources,2020-07-31 00:00:00+00:00,0.0
DC Department of Human Resources,2020-08-31 00:00:00+00:00,480.75
DC Department of Human Resources,2020-09-30 00:00:00+00:00,643.5
DC Health Benefit Exchange,2013-06-30 00:00:00+00:00,-327.80555555555554
DC Health Benefit Exchange,2013-07-31 00:00:00+00:00,4.895833333333333
DC Health Benefit Exchange,2013-08-31 00:00:00+00:00,-18.0
DC Health Benefit Exchange,2013-09-30 00:00:00+00:00,-0.2761538461538464
DC Health Benefit Exchange,2013-10-31 00:00:00+00:00,11.165454545454537
DC Health Benefit Exchange,2013-11-30 00:00:00+00:00,-7.948666666666668
DC Health Benefit Exchange,2013-12-31 00:00:00+00:00,0.0
DC Health Benefit Exchange,2014-01-31 00:00:00+00:00,199.13636363636363
DC Health Benefit Exchange,2014-02-28 00:00:00+00:00,-443.95200000000006
DC Health Benefit Exchange,2014-03-31 00:00:00+00:00,2.9259999999999993
DC Health Benefit Exchange,2014-04-30 00:00:00+00:00,0.0
DC Health Benefit Exchange,2014-05-31 00:00:00+00:00,66.79375
DC Health Benefit Exchange,2014-06-30 00:00:00+00:00,-66.79374999999999
DC Health Benefit Exchange,2014-07-31 00:00:00+00:00,-0.11749999999999883
DC Health Benefit Exchange,2014-08-31 00:00:00+00:00,0.2819999999999709
DC Health Benefit Exchange,2014-09-30 00:00:00+00:00,30.4
DC Health Benefit Exchange,2014-10-31 00:00:00+00:00,-321.0
DC Lottery & Charitable Games Control Board,2009-02-28 00:00:00+00:00,49.5
DC Lottery & Charitable Games Control Board,2009-03-31 00:00:00+00:00,165.0
DC Lottery & Charitable Games Control Board,2009-04-30 00:00:00+00:00,245.14
DC Lottery & Charitable Games Control Board,2009-05-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2009-06-30 00:00:00+00:00,-273.78666666666663
DC Lottery & Charitable Games Control Board,2009-07-31 00:00:00+00:00,7.991428571428571
DC Lottery & Charitable Games Control Board,2009-08-31 00:00:00+00:00,20.833333333333353
DC Lottery & Charitable Games Control Board,2009-09-30 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2009-10-31 00:00:00+00:00,-206.0
DC Lottery & Charitable Games Control Board,2009-11-30 00:00:00+00:00,134.375
DC Lottery & Charitable Games Control Board,2009-12-31 00:00:00+00:00,62.416666666666664
DC Lottery & Charitable Games Control Board,2010-01-31 00:00:00+00:00,88.375
DC Lottery & Charitable Games Control Board,2010-02-28 00:00:00+00:00,-578.0
DC Lottery & Charitable Games Control Board,2010-03-31 00:00:00+00:00,388.75
DC Lottery & Charitable Games Control Board,2010-04-30 00:00:00+00:00,-580.0000000000001
DC Lottery & Charitable Games Control Board,2010-05-31 00:00:00+00:00,55.071428571428555
DC Lottery & Charitable Games Control Board,2010-06-30 00:00:00+00:00,-81.9025
DC Lottery & Charitable Games Control Board,2010-07-31 00:00:00+00:00,-37.629999999999995
DC Lottery & Charitable Games Control Board,2010-08-31 00:00:00+00:00,135.0
DC Lottery & Charitable Games Control Board,2010-09-30 00:00:00+00:00,-210.0
DC Lottery & Charitable Games Control Board,2010-10-31 00:00:00+00:00,-89.24000000000001
DC Lottery & Charitable Games Control Board,2010-11-30 00:00:00+00:00,52.32
DC Lottery & Charitable Games Control Board,2010-12-31 00:00:00+00:00,-17.803749999999994
DC Lottery & Charitable Games Control Board,2011-01-31 00:00:00+00:00,-84.29000000000005
DC Lottery & Charitable Games Control Board,2011-02-28 00:00:00+00:00,15.573333333333338
DC Lottery & Charitable Games Control Board,2011-03-31 00:00:00+00:00,9.333333333333334
DC Lottery & Charitable Games Control Board,2011-04-30 00:00:00+00:00,-47.83857142857142
DC Lottery & Charitable Games Control Board,2011-05-31 00:00:00+00:00,-0.8979999999999942
DC Lottery & Charitable Games Control Board,2011-06-30 00:00:00+00:00,164.04857142857145
DC Lottery & Charitable Games Control Board,2011-07-31 00:00:00+00:00,-111.18181818181819
DC Lottery & Charitable Games Control Board,2011-08-31 00:00:00+00:00,20.0
DC Lottery & Charitable Games Control Board,2011-09-30 00:00:00+00:00,-32.32
DC Lottery & Charitable Games Control Board,2011-10-31 00:00:00+00:00,9.503846153846153
DC Lottery & Charitable Games Control Board,2011-11-30 00:00:00+00:00,5.327307692307692
DC Lottery & Charitable Games Control Board,2011-12-31 00:00:00+00:00,211.91666666666666
DC Lottery & Charitable Games Control Board,2012-01-31 00:00:00+00:00,-249.31599999999997
DC Lottery & Charitable Games Control Board,2012-02-29 00:00:00+00:00,483.97999999999996
DC Lottery & Charitable Games Control Board,2012-03-31 00:00:00+00:00,-107.20538461538462
DC Lottery & Charitable Games Control Board,2012-04-30 00:00:00+00:00,48.02583333333333
DC Lottery & Charitable Games Control Board,2012-05-31 00:00:00+00:00,97.75000000000001
DC Lottery & Charitable Games Control Board,2012-06-30 00:00:00+00:00,-6.363636363636363
DC Lottery & Charitable Games Control Board,2012-07-31 00:00:00+00:00,-181.00000000000003
DC Lottery & Charitable Games Control Board,2012-08-31 00:00:00+00:00,-546.0
DC Lottery & Charitable Games Control Board,2012-09-30 00:00:00+00:00,-117.46000000000001
DC Lottery & Charitable Games Control Board,2012-10-31 00:00:00+00:00,1493.692
DC Lottery & Charitable Games Control Board,2012-11-30 00:00:00+00:00,-821.6677777777779
DC Lottery & Charitable Games Control Board,2012-12-31 00:00:00+00:00,54.287142857142854
DC Lottery & Charitable Games Control Board,2013-01-31 00:00:00+00:00,42.277142857142884
DC Lottery & Charitable Games Control Board,2013-02-28 00:00:00+00:00,74.40599999999999
DC Lottery & Charitable Games Control Board,2013-03-31 00:00:00+00:00,-152.5
DC Lottery & Charitable Games Control Board,2013-04-30 00:00:00+00:00,-68.75
DC Lottery & Charitable Games Control Board,2013-05-31 00:00:00+00:00,227.5
DC Lottery & Charitable Games Control Board,2013-06-30 00:00:00+00:00,176.25
DC Lottery & Charitable Games Control Board,2013-07-31 00:00:00+00:00,-1110.56
DC Lottery & Charitable Games Control Board,2013-08-31 00:00:00+00:00,-1.9672727272727324
DC Lottery & Charitable Games Control Board,2013-09-30 00:00:00+00:00,14.733333333333334
DC Lottery & Charitable Games Control Board,2013-10-31 00:00:00+00:00,37.25
DC Lottery & Charitable Games Control Board,2013-11-30 00:00:00+00:00,414.0
DC Lottery & Charitable Games Control Board,2013-12-31 00:00:00+00:00,-241.69999999999996
DC Lottery & Charitable Games Control Board,2014-01-31 00:00:00+00:00,-1.3799999999999994
DC Lottery & Charitable Games Control Board,2014-02-28 00:00:00+00:00,32.3018181818182
DC Lottery & Charitable Games Control Board,2014-03-31 00:00:00+00:00,-16.538
DC Lottery & Charitable Games Control Board,2014-04-30 00:00:00+00:00,109.39428571428572
DC Lottery & Charitable Games Control Board,2014-05-31 00:00:00+00:00,48.97166666666669
DC Lottery & Charitable Games Control Board,2014-06-30 00:00:00+00:00,-153.15555555555557
DC Lottery & Charitable Games Control Board,2014-07-31 00:00:00+00:00,28.022000000000002
DC Lottery & Charitable Games Control Board,2014-08-31 00:00:00+00:00,-16.287999999999975
DC Lottery & Charitable Games Control Board,2014-09-30 00:00:00+00:00,10.461249999999993
DC Lottery & Charitable Games Control Board,2014-10-31 00:00:00+00:00,55.10363636363636
DC Lottery & Charitable Games Control Board,2014-11-30 00:00:00+00:00,-77.65499999999997
DC Lottery & Charitable Games Control Board,2014-12-31 00:00:00+00:00,693.3199999999999
DC Lottery & Charitable Games Control Board,2015-01-31 00:00:00+00:00,-691.1428571428572
DC Lottery & Charitable Games Control Board,2015-02-28 00:00:00+00:00,-14.29888888888889
DC Lottery & Charitable Games Control Board,2015-03-31 00:00:00+00:00,36.93800000000001
DC Lottery & Charitable Games Control Board,2015-04-30 00:00:00+00:00,-18.000000000000004
DC Lottery & Charitable Games Control Board,2015-05-31 00:00:00+00:00,310.1685714285714
DC Lottery & Charitable Games Control Board,2015-06-30 00:00:00+00:00,-273.10624999999993
DC Lottery & Charitable Games Control Board,2015-07-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2015-08-31 00:00:00+00:00,-0.1499999999999935
DC Lottery & Charitable Games Control Board,2015-09-30 00:00:00+00:00,-2.0091666666666583
DC Lottery & Charitable Games Control Board,2015-10-31 00:00:00+00:00,5.547142857142861
DC Lottery & Charitable Games Control Board,2015-11-30 00:00:00+00:00,-4.741999999999998
DC Lottery & Charitable Games Control Board,2015-12-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2016-01-31 00:00:00+00:00,195.42600000000007
DC Lottery & Charitable Games Control Board,2016-02-29 00:00:00+00:00,-6.889285714285701
DC Lottery & Charitable Games Control Board,2016-03-31 00:00:00+00:00,-58.304166666666646
DC Lottery & Charitable Games Control Board,2016-04-30 00:00:00+00:00,-9.993571428571425
DC Lottery & Charitable Games Control Board,2016-05-31 00:00:00+00:00,25.734166666666663
DC Lottery & Charitable Games Control Board,2016-06-30 00:00:00+00:00,13.120000000000005
DC Lottery & Charitable Games Control Board,2016-07-31 00:00:00+00:00,-48.29
DC Lottery & Charitable Games Control Board,2016-08-31 00:00:00+00:00,-10.63857142857144
DC Lottery & Charitable Games Control Board,2016-09-30 00:00:00+00:00,48.86799999999998
DC Lottery & Charitable Games Control Board,2016-10-31 00:00:00+00:00,-51.111111111111114
DC Lottery & Charitable Games Control Board,2016-11-30 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2016-12-31 00:00:00+00:00,-8.33333333333332
DC Lottery & Charitable Games Control Board,2017-01-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2017-02-28 00:00:00+00:00,-47.80499999999999
DC Lottery & Charitable Games Control Board,2017-03-31 00:00:00+00:00,65.43571428571433
DC Lottery & Charitable Games Control Board,2017-04-30 00:00:00+00:00,204.32500000000002
DC Lottery & Charitable Games Control Board,2017-05-31 00:00:00+00:00,-114.42142857142855
DC Lottery & Charitable Games Control Board,2017-06-30 00:00:00+00:00,-55.03625
DC Lottery & Charitable Games Control Board,2017-07-31 00:00:00+00:00,-43.472857142857166
DC Lottery & Charitable Games Control Board,2017-08-31 00:00:00+00:00,1.3514285714286092
DC Lottery & Charitable Games Control Board,2017-09-30 00:00:00+00:00,-6.985999999999967
DC Lottery & Charitable Games Control Board,2017-10-31 00:00:00+00:00,26.842105263157894
DC Lottery & Charitable Games Control Board,2017-11-30 00:00:00+00:00,-73.0075
DC Lottery & Charitable Games Control Board,2017-12-31 00:00:00+00:00,8.306666666666692
DC Lottery & Charitable Games Control Board,2018-01-31 00:00:00+00:00,-0.5023529411764618
DC Lottery & Charitable Games Control Board,2018-02-28 00:00:00+00:00,-3.3500000000000014
DC Lottery & Charitable Games Control Board,2018-03-31 00:00:00+00:00,55.285714285714285
DC Lottery & Charitable Games Control Board,2018-04-30 00:00:00+00:00,-29.715714285714316
DC Lottery & Charitable Games Control Board,2018-05-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2018-06-30 00:00:00+00:00,239.602
DC Lottery & Charitable Games Control Board,2018-07-31 00:00:00+00:00,-5162.48
DC Lottery & Charitable Games Control Board,2018-08-31 00:00:00+00:00,14.537600000000003
DC Lottery & Charitable Games Control Board,2018-09-30 00:00:00+00:00,11.674
DC Lottery & Charitable Games Control Board,2018-10-31 00:00:00+00:00,83.11913043478263
DC Lottery & Charitable Games Control Board,2018-11-30 00:00:00+00:00,-127.16944444444445
DC Lottery & Charitable Games Control Board,2018-12-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2019-01-31 00:00:00+00:00,44.81041666666666
DC Lottery & Charitable Games Control Board,2019-02-28 00:00:00+00:00,-59.21071428571433
DC Lottery & Charitable Games Control Board,2019-03-31 00:00:00+00:00,-10.684736842105263
DC Lottery & Charitable Games Control Board,2019-04-30 00:00:00+00:00,4.998333333333327
DC Lottery & Charitable Games Control Board,2019-05-31 00:00:00+00:00,-12.905217391304355
DC Lottery & Charitable Games Control Board,2019-06-30 00:00:00+00:00,37.93058823529412
DC Lottery & Charitable Games Control Board,2019-07-31 00:00:00+00:00,33.41833333333333
DC Lottery & Charitable Games Control Board,2019-08-31 00:00:00+00:00,-38.68484848484848
DC Lottery & Charitable Games Control Board,2019-09-30 00:00:00+00:00,9.510714285714299
DC Lottery & Charitable Games Control Board,2019-10-31 00:00:00+00:00,-15.217500000000001
DC Lottery & Charitable Games Control Board,2019-11-30 00:00:00+00:00,41.625000000000014
DC Lottery & Charitable Games Control Board,2019-12-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2020-01-31 00:00:00+00:00,-10.073750000000004
DC Lottery & Charitable Games Control Board,2020-02-29 00:00:00+00:00,-34.158124999999984
DC Lottery & Charitable Games Control Board,2020-03-31 00:00:00+00:00,17.958333333333314
DC Lottery & Charitable Games Control Board,2020-04-30 00:00:00+00:00,23.449999999999996
DC Lottery & Charitable Games Control Board,2020-05-31 00:00:00+00:00,-97.98333333333335
DC Lottery & Charitable Games Control Board,2020-06-30 00:00:00+00:00,284.4749999999999
DC Lottery & Charitable Games Control Board,2020-07-31 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2020-08-31 00:00:00+00:00,1824.0
DC Lottery & Charitable Games Control Board,2020-09-30 00:00:00+00:00,0.0
DC Lottery & Charitable Games Control Board,2020-10-31 00:00:00+00:00,-109.0
DC National Guard,2009-01-31 00:00:00+00:00,-354.40000000000003
DC National Guard,2009-02-28 00:00:00+00:00,1.1357142857142921
DC National Guard,2009-03-31 00:00:00+00:00,168.63
DC National Guard,2009-04-30 00:00:00+00:00,34.63166666666667
DC National Guard,2009-05-31 00:00:00+00:00,16.724999999999994
DC National Guard,2009-06-30 00:00:00+00:00,-46.879411764705885
DC National Guard,2009-07-31 00:00:00+00:00,110.05
DC National Guard,2009-08-31 00:00:00+00:00,-256.50333333333333
DC National Guard,2009-09-30 00:00:00+00:00,-25.63833333333332
DC National Guard,2009-10-31 00:00:00+00:00,15.990000000000009
DC National Guard,2009-11-30 00:00:00+00:00,55.19875
DC National Guard,2009-12-31 00:00:00+00:00,-0.21333333333333637
DC National Guard,2010-01-31 00:00:00+00:00,-115.33333333333333
DC National Guard,2010-02-28 00:00:00+00:00,0.0
DC National Guard,2010-03-31 00:00:00+00:00,-30.01
DC National Guard,2010-04-30 00:00:00+00:00,665.41
DC National Guard,2010-05-31 00:00:00+00:00,-55.76363636363637
DC National Guard,2010-06-30 00:00:00+00:00,92.66666666666667
DC National Guard,2010-07-31 00:00:00+00:00,50.57600000000001
DC National Guard,2010-08-31 00:00:00+00:00,0.0
DC National Guard,2010-09-30 00:00:00+00:00,-522.22
DC National Guard,2010-10-31 00:00:00+00:00,-13.27
DC National Guard,2010-11-30 00:00:00+00:00,33.827857142857134
DC National Guard,2010-12-31 00:00:00+00:00,-52.48888888888889
DC National Guard,2011-01-31 00:00:00+00:00,0.0
DC National Guard,2011-02-28 00:00:00+00:00,0.0
DC National Guard,2011-03-31 00:00:00+00:00,157.9333333333333
DC National Guard,2011-04-30 00:00:00+00:00,-12.68999999999999
DC National Guard,2011-05-31 00:00:00+00:00,-109.29666666666667
DC National Guard,2011-06-30 00:00:00+00:00,-69.02999999999999
DC National Guard,2011-07-31 00:00:00+00:00,57.39999999999994
DC National Guard,2011-08-31 00:00:00+00:00,8.615454545454543
DC National Guard,2011-09-30 00:00:00+00:00,-9.983333333333311
DC National Guard,2011-10-31 00:00:00+00:00,39.518
DC National Guard,2011-11-30 00:00:00+00:00,-92.20599999999999
DC National Guard,2011-12-31 00:00:00+00:00,-2.413333333333336
DC National Guard,2012-01-31 00:00:00+00:00,192.75
DC National Guard,2012-02-29 00:00:00+00:00,0.0
DC National Guard,2012-03-31 00:00:00+00:00,-134.57999999999998
DC National Guard,2012-04-30 00:00:00+00:00,29.3975
DC National Guard,2012-05-31 00:00:00+00:00,3.819999999999999
DC National Guard,2012-06-30 00:00:00+00:00,-20.41176470588235
DC National Guard,2012-07-31 00:00:00+00:00,25.32
DC National Guard,2012-08-31 00:00:00+00:00,59.17666666666667
DC National Guard,2012-09-30 00:00:00+00:00,11.31761904761905
DC National Guard,2012-10-31 00:00:00+00:00,-72.39999999999999
DC National Guard,2012-11-30 00:00:00+00:00,64.39999999999999
DC National Guard,2012-12-31 00:00:00+00:00,-107.6
DC National Guard,2013-01-31 00:00:00+00:00,201.96
DC National Guard,2013-02-28 00:00:00+00:00,0.0
DC National Guard,2013-03-31 00:00:00+00:00,30.01333333333332
DC National Guard,2013-04-30 00:00:00+00:00,59.69999999999999
DC National Guard,2013-05-31 00:00:00+00:00,-86.39999999999999
DC National Guard,2013-06-30 00:00:00+00:00,66.375
DC National Guard,2013-07-31 00:00:00+00:00,8.75
DC National Guard,2013-08-31 00:00:00+00:00,9.713846153846147
DC National Guard,2013-09-30 00:00:00+00:00,258.2833333333334
DC National Guard,2013-10-31 00:00:00+00:00,-1273.3400000000001
DC National Guard,2013-11-30 00:00:00+00:00,959.36
DC National Guard,2013-12-31 00:00:00+00:00,-324.7
DC National Guard,2014-01-31 00:00:00+00:00,-1.521333333333333
DC National Guard,2014-02-28 00:00:00+00:00,-72.40333333333332
DC National Guard,2014-03-31 00:00:00+00:00,-20.485
DC National Guard,2014-04-30 00:00:00+00:00,123.66666666666667
DC National Guard,2014-05-31 00:00:00+00:00,-154.23000000000002
DC National Guard,2014-06-30 00:00:00+00:00,120.82666666666667
DC National Guard,2014-07-31 00:00:00+00:00,-102.0625
DC National Guard,2014-08-31 00:00:00+00:00,478.63
DC National Guard,2014-09-30 00:00:00+00:00,-130.8725
DC National Guard,2014-10-31 00:00:00+00:00,194.86
DC National Guard,2014-11-30 00:00:00+00:00,3.7857142857142856
DC National Guard,2014-12-31 00:00:00+00:00,-50.375
DC National Guard,2015-01-31 00:00:00+00:00,-62.549999999999955
DC National Guard,2015-02-28 00:00:00+00:00,49.50833333333335
DC National Guard,2015-03-31 00:00:00+00:00,-104.00833333333333
DC National Guard,2015-04-30 00:00:00+00:00,368.58666666666664
DC National Guard,2015-05-31 00:00:00+00:00,303.03625
DC National Guard,2015-06-30 00:00:00+00:00,-972.46
DC National Guard,2015-07-31 00:00:00+00:00,0.0
DC National Guard,2015-08-31 00:00:00+00:00,-72.10333333333331
DC National Guard,2015-09-30 00:00:00+00:00,13.674999999999955
DC National Guard,2015-10-31 00:00:00+00:00,-74.01999999999998
DC National Guard,2015-11-30 00:00:00+00:00,372.34666666666664
DC National Guard,2015-12-31 00:00:00+00:00,-274.5
DC National Guard,2016-01-31 00:00:00+00:00,-302.642
DC National Guard,2016-02-29 00:00:00+00:00,119.32749999999999
DC National Guard,2016-03-31 00:00:00+00:00,121.638
DC National Guard,2016-04-30 00:00:00+00:00,24.437272727272724
DC National Guard,2016-05-31 00:00:00+00:00,185.6975
DC National Guard,2016-06-30 00:00:00+00:00,-213.558
DC National Guard,2016-07-31 00:00:00+00:00,-113.152
DC National Guard,2016-08-31 00:00:00+00:00,8.819999999999993
DC National Guard,2016-09-30 00:00:00+00:00,205.62399999999997
DC National Guard,2016-10-31 00:00:00+00:00,0.0
DC National Guard,2016-11-30 00:00:00+00:00,59.5
DC National Guard,2016-12-31 00:00:00+00:00,-499.26666666666665
DC National Guard,2017-01-31 00:00:00+00:00,0.0
DC National Guard,2017-02-28 00:00:00+00:00,3.799999999999987
DC National Guard,2017-03-31 00:00:00+00:00,59.1888888888889
DC National Guard,2017-04-30 00:00:00+00:00,-63.0925
